State,Date,Body Aches,Fatigue,Flu-like,Seasonal Cold,Trouble Breathing,Nausea or Diarrhea,Loss of Appetite,Fever,Changes in Smell or Taste,Abdominal Pain,Chills,Cough,Headache
Georgia,2020-05-24,10,3,26,3,5,0,1,5,4,0,1,2,0
Georgia,2020-05-25,1,9,21,2,6,0,0,158,8,0,0,3,0
Georgia,2020-05-26,1,13,49,1,6,1,1,137,6,0,0,1,0
Georgia,2020-05-27,1,20,37,0,11,1,0,6,5,0,0,3,2
Georgia,2020-05-28,10,9,27,0,9,2,1,10,1,0,0,1,0
Georgia,2020-05-29,13,4,29,0,161,3,0,8,1,2,3,2,0
Georgia,2020-05-30,0,9,12,0,19,0,0,5,1,0,0,1,1
Georgia,2020-05-31,3,5,12,0,26,0,0,5,0,0,0,1,0
Georgia,2020-06-01,2,4,11,1,13,0,0,10,4,0,1,4,1
Georgia,2020-06-02,1,8,19,0,3,0,0,17,2,0,0,4,0
Georgia,2020-06-03,4,3,8,0,0,2,0,6,1,0,0,3,0
Georgia,2020-06-04,13,1,6,1,15,0,1,7,4,0,0,1,0
Georgia,2020-06-05,1,5,12,0,5,0,0,6,0,0,0,2,0
Georgia,2020-06-06,1,2,6,0,4,0,1,3,8,0,0,0,0
Georgia,2020-06-07,3,3,2,0,1,0,0,4,1,0,0,0,0
Georgia,2020-06-08,1,4,14,0,7,0,0,9,1,0,0,0,1
Georgia,2020-06-10,3,4,10,2,6,0,0,9,3,0,0,2,0
Georgia,2020-06-11,2,7,22,0,17,1,0,19,8,0,0,8,0
Georgia,2020-06-12,1,8,26,0,15,0,0,13,9,0,0,3,1
Georgia,2020-06-13,10,8,15,2,9,0,0,11,6,0,0,3,1
Georgia,2020-06-14,1,19,15,0,22,1,0,9,2,0,0,1,0
Georgia,2020-06-15,1,18,17,1,27,0,0,9,3,0,0,7,0
Georgia,2020-06-16,3,5,28,0,53,1,3,13,1,0,1,24,0
Georgia,2020-06-17,2,7,18,0,18,0,0,11,1,0,0,3,0
Georgia,2020-06-18,8,4,66,0,23,0,0,17,23,0,2,1,2
Georgia,2020-06-19,6,7,19,0,13,1,1,17,5,0,2,9,1
Georgia,2020-06-22,34,4,25,0,12,1,0,18,115,0,10,5,0
Georgia,2020-06-23,12,9,65,0,53,0,0,8,13,0,3,41,1
Georgia,2020-06-24,11,35,225,2,32,0,0,24,4,0,2,71,0
Georgia,2020-06-25,2,278,38,0,14,0,0,14,25,0,0,10,0
Georgia,2020-06-26,7,152,16,2,13,6,1,13,12,0,1,11,1
Georgia,2020-06-27,9,23,30,2,49,3,0,8,2,0,0,4,2
Georgia,2020-06-29,5,7,50,4,17,4,0,10,9,0,1,7,0
Georgia,2020-06-30,8,10,29,0,39,1,1,12,12,0,1,9,1
Georgia,2020-07-01,10,10,113,2,22,1,0,64,7,0,0,2,3
Georgia,2020-07-02,93,22,28,1,23,2,0,35,5,3,0,14,0
Georgia,2020-07-03,11,4,40,0,8,0,0,82,4,0,0,2,0
Georgia,2020-07-04,5,11,39,1,15,0,0,522,7,0,0,0,0
Georgia,2020-07-05,9,10,22,2,21,0,0,82,2,0,1,2,1
Georgia,2020-07-06,8,26,24,1,30,5,0,32,5,0,1,6,2
Georgia,2020-07-07,7,12,40,1,28,2,0,20,9,0,0,3,4
Georgia,2020-07-08,9,14,41,0,48,1,0,23,11,0,3,17,0
Georgia,2020-07-09,29,18,65,4,65,0,8,17,11,0,1,4,0
Georgia,2020-07-10,39,27,53,5,63,3,8,24,20,0,0,2,0
Georgia,2020-07-11,8,21,41,0,25,0,1,15,1,0,0,7,6
Georgia,2020-07-12,0,6,49,0,31,4,0,15,2,0,0,12,3
Georgia,2020-07-13,13,19,63,9,40,2,0,19,24,0,0,18,0
Georgia,2020-07-14,7,11,71,1,33,13,1,12,36,0,1,6,0
Georgia,2020-07-15,15,12,101,3,22,9,0,10,25,0,2,6,4
Georgia,2020-07-16,14,42,87,1,28,64,0,6,22,0,3,7,4
Georgia,2020-07-17,5,51,145,1,15,4,0,25,8,0,4,2,0
Georgia,2020-07-18,7,15,102,1,9,3,1,74,21,1,0,2,0
Georgia,2020-07-19,7,23,60,2,10,1,0,61,17,0,0,2,1
Georgia,2020-07-20,12,19,60,3,15,0,0,12,14,0,0,3,2
Georgia,2020-07-21,69,17,42,1,9,0,0,18,4,0,0,2,0
Georgia,2020-07-22,24,11,65,0,22,0,0,33,6,0,2,3,1
Georgia,2020-07-23,3,8,47,0,27,1,1,9,14,0,0,4,1
Georgia,2020-07-24,0,8,50,0,14,0,0,3,40,0,1,2,0
Georgia,2020-07-25,11,12,31,3,7,0,0,2,11,0,0,9,2
Georgia,2020-07-26,16,42,28,0,12,4,0,15,3,0,1,1,0
Georgia,2020-07-27,9,29,33,3,12,136,0,142,4,0,1,5,2
Georgia,2020-07-28,26,7,56,1,13,41,0,49,6,0,1,3,1
Georgia,2020-07-29,24,7,34,0,17,3,0,7,11,0,0,4,0
Georgia,2020-07-30,4,5,94,0,18,2,1,2,7,0,0,3,1
Georgia,2020-07-31,11,5,42,0,8,0,1,1,12,0,0,1,1
Georgia,2020-08-01,15,4,20,0,147,0,2,2,2,0,0,5,3
Georgia,2020-08-02,7,5,40,0,180,0,0,0,2,0,0,4,0
Georgia,2020-08-03,18,2,60,2,27,0,0,6,4,0,0,11,2
Georgia,2020-08-04,0,3,52,0,13,7,3,7,16,0,0,6,3
Georgia,2020-08-05,11,6,38,0,16,4,4,6,10,0,0,2,1
Georgia,2020-08-06,5,8,19,1,21,3,0,5,5,0,0,10,4
Georgia,2020-08-07,0,7,46,0,9,1,0,2,2,0,0,2,1
Georgia,2020-08-08,0,10,25,0,12,0,0,0,13,0,0,2,0
Georgia,2020-08-09,0,7,25,0,5,0,0,2,6,0,0,4,1
Georgia,2020-08-10,1,9,35,0,6,3,1,5,12,0,0,0,0
Georgia,2020-08-11,14,128,206,1,14,2,1,8,1,0,0,4,1
Georgia,2020-08-12,2,21,49,1,16,1,1,0,6,0,0,4,2
Georgia,2020-08-13,9,6,58,0,6,0,0,2,2,0,0,3,0
Georgia,2020-08-14,2,16,53,0,15,0,0,10,0,0,0,1,0
Georgia,2020-08-15,0,7,17,0,64,1,0,9,0,0,0,1,4
Georgia,2020-08-16,3,4,21,0,13,0,0,5,2,0,0,1,3
Georgia,2020-08-17,1,8,27,0,9,1,0,4,5,0,0,1,0
Georgia,2020-08-18,0,9,24,0,21,1,0,3,3,0,0,3,0
Georgia,2020-08-19,2,8,81,1,15,0,0,3,7,0,0,5,1
Georgia,2020-08-20,0,7,56,1,13,0,0,15,4,0,0,0,0
Georgia,2020-08-21,8,6,139,1,9,3,0,4,3,0,0,2,1
Georgia,2020-08-22,5,1,22,1,9,1,0,6,6,0,0,3,1
Georgia,2020-08-23,2,4,54,0,6,1,0,4,8,0,1,4,0
Georgia,2020-08-24,3,3,18,0,17,0,0,6,9,0,0,0,0
Georgia,2020-08-25,3,5,34,2,7,3,2,11,6,0,0,3,2
Georgia,2020-08-26,6,13,25,4,22,0,0,9,2,0,0,11,0
Georgia,2020-08-27,7,4,31,0,7,0,0,4,0,0,0,1,1
Georgia,2020-08-28,22,2,12,1,29,3,0,13,0,0,0,2,0
Georgia,2020-08-29,6,4,5,1,13,0,0,14,0,0,0,3,0
Georgia,2020-08-30,11,3,83,0,12,2,0,14,6,0,0,0,3
Georgia,2020-08-31,10,7,78,0,15,0,0,11,0,0,1,6,0
Georgia,2020-09-01,2,13,44,0,22,0,1,11,2,0,0,9,0
Georgia,2020-09-02,1,3,49,0,23,0,0,7,1,0,0,1,0
Georgia,2020-09-03,3,9,51,1,21,1,0,15,7,0,0,4,0
Georgia,2020-09-04,3,6,24,0,9,3,0,6,7,0,1,2,0
Georgia,2020-09-05,2,14,8,0,3,0,0,4,1,1,0,0,0
Georgia,2020-09-06,0,13,13,0,2,0,0,13,1,0,0,1,0
Georgia,2020-09-07,0,2,27,0,15,0,0,10,0,0,0,0,0
Georgia,2020-09-08,0,0,69,0,6,0,0,7,0,0,0,0,0
Georgia,2020-09-09,3,6,282,0,15,0,0,21,3,1,0,13,0
Georgia,2020-09-10,9,2,294,1,9,0,0,15,3,0,0,3,2
Georgia,2020-09-11,1,3,71,0,10,0,1,14,6,0,0,1,1
Georgia,2020-09-12,5,2,32,0,5,0,1,8,3,0,0,3,1
Georgia,2020-09-13,0,7,19,0,14,1,0,7,11,0,0,0,0
Georgia,2020-09-14,3,8,43,1,16,0,0,9,6,0,0,2,0
Georgia,2020-09-15,5,13,34,0,17,0,0,11,8,0,1,0,0
Hawaii,2020-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0
Hawaii,2020-03-02,0,0,0,0,0,0,0,0,0,0,0,0,0
Hawaii,2020-03-03,0,0,0,0,0,0,0,0,0,0,0,0,0
Hawaii,2020-03-04,0,0,0,0,0,0,0,0,0,0,0,0,0
Hawaii,2020-03-05,0,0,0,0,0,0,0,0,0,0,0,0,0
Hawaii,2020-03-06,0,0,0,0,0,0,0,0,0,0,0,0,0
Hawaii,2020-03-07,0,0,0,0,0,0,0,0,0,0,0,0,0
Hawaii,2020-03-08,0,0,0,0,0,0,0,0,0,0,0,0,0
Hawaii,2020-03-09,0,0,0,0,0,0,0,0,0,0,0,0,0
Hawaii,2020-03-10,0,0,0,0,0,0,0,0,0,0,0,0,0
Hawaii,2020-03-11,0,0,0,0,0,0,0,0,0,0,0,0,0
Hawaii,2020-03-12,0,0,0,0,0,0,0,0,0,0,0,0,0
Hawaii,2020-03-13,0,0,8,0,5,0,0,1,0,0,0,1,0
Hawaii,2020-03-14,0,0,9,0,1,0,0,1,1,0,0,1,0
Hawaii,2020-03-15,2,0,16,2,5,0,0,4,0,0,0,0,0
Hawaii,2020-03-16,0,4,13,0,1,0,0,4,0,0,0,1,0
Hawaii,2020-03-17,0,0,4,0,3,0,0,2,0,0,0,0,0
Hawaii,2020-03-18,0,0,7,0,6,0,0,2,0,0,0,1,0
Hawaii,2020-03-19,0,0,13,0,7,1,0,1,0,0,0,0,0
Hawaii,2020-03-20,1,0,10,0,11,0,0,3,1,0,0,0,0
Hawaii,2020-03-21,0,1,10,0,7,0,0,1,0,0,1,28,0
Hawaii,2020-03-22,1,0,7,0,0,0,0,5,2,0,0,19,0
Hawaii,2020-03-23,1,0,3,1,2,3,0,4,24,0,1,3,0
Hawaii,2020-03-24,0,1,9,2,4,2,0,0,2,0,0,0,0
Hawaii,2020-03-25,0,0,8,0,1,0,0,0,0,0,0,0,0
Hawaii,2020-03-26,0,2,6,0,0,0,0,0,0,0,0,0,0
Hawaii,2020-03-27,0,2,4,0,2,0,0,27,0,0,0,28,0
Hawaii,2020-03-28,2,0,10,0,4,0,0,2,0,0,0,3,0
Hawaii,2020-03-29,0,1,5,0,27,0,0,2,0,0,0,2,1
Hawaii,2020-03-30,0,3,6,0,16,1,0,3,0,0,0,1,0
Hawaii,2020-03-31,0,2,12,0,48,1,0,1,0,0,0,0,0
Hawaii,2020-04-01,2,0,4,0,3,0,0,1,0,0,0,0,0
Hawaii,2020-04-02,0,0,3,0,2,0,0,2,6,0,0,0,0
Hawaii,2020-04-03,1,0,2,0,2,1,0,0,0,0,0,0,0
Hawaii,2020-04-04,2,2,3,0,6,0,0,0,0,0,0,3,0
Hawaii,2020-04-05,0,0,2,0,3,1,0,1,0,0,0,1,0
Hawaii,2020-04-06,1,0,17,0,7,0,0,0,0,0,0,2,0
Hawaii,2020-04-07,0,1,5,0,3,0,0,0,0,0,0,0,0
Hawaii,2020-04-08,0,1,8,0,3,0,0,0,2,0,0,0,0
Hawaii,2020-04-09,1,1,6,0,3,1,0,0,0,0,0,2,0
Hawaii,2020-04-10,0,0,7,0,0,0,0,1,0,0,0,0,0
Hawaii,2020-04-11,1,3,9,0,0,1,0,1,0,0,0,1,0
Hawaii,2020-04-12,0,2,8,1,3,0,0,1,0,0,0,0,0
Hawaii,2020-04-13,0,0,4,0,1,0,0,0,1,0,0,0,0
Hawaii,2020-04-14,0,0,0,0,0,0,0,0,0,0,0,0,0
Hawaii,2020-04-15,2,0,5,0,6,0,0,1,1,0,0,0,0
Hawaii,2020-04-16,0,2,2,0,2,0,0,0,2,0,0,0,0
Hawaii,2020-04-17,0,0,11,0,2,1,0,0,5,0,0,1,0
Hawaii,2020-04-18,1,0,7,0,1,0,0,0,6,0,0,0,0
Hawaii,2020-04-19,0,1,10,0,0,0,0,0,3,0,0,2,0
Hawaii,2020-04-20,1,5,5,0,1,0,0,2,0,0,0,0,0
Hawaii,2020-04-21,2,1,4,1,1,0,0,1,0,0,0,0,0
Hawaii,2020-04-22,0,0,13,0,0,0,0,0,0,0,0,0,1
Hawaii,2020-04-23,2,0,11,0,0,0,0,4,1,0,1,0,0
Hawaii,2020-04-24,2,0,4,0,1,0,0,1,0,0,0,0,0
Hawaii,2020-04-25,0,0,2,0,2,0,0,0,1,0,0,0,0
Hawaii,2020-04-26,1,1,4,0,0,0,0,0,3,0,0,0,0
Hawaii,2020-04-27,1,1,3,0,3,0,0,0,0,0,0,0,0
Hawaii,2020-04-28,4,0,17,1,0,0,0,0,0,0,2,0,1
Hawaii,2020-04-29,1,2,17,0,1,0,0,0,0,0,0,0,0
Hawaii,2020-04-30,0,1,3,0,0,1,0,0,0,0,0,0,0
Hawaii,2020-05-01,0,1,7,0,1,0,0,0,0,0,0,0,0
Hawaii,2020-05-02,0,0,5,0,1,0,0,0,1,0,0,0,0
Hawaii,2020-05-03,0,0,6,0,1,1,0,1,1,0,0,0,0
Hawaii,2020-05-04,0,0,3,0,4,1,0,0,0,0,0,0,0
Hawaii,2020-05-05,0,0,1,0,0,0,0,2,0,0,0,1,0
Hawaii,2020-05-06,0,1,0,0,2,0,0,0,1,0,0,1,0
Hawaii,2020-05-07,0,1,4,0,4,0,0,0,0,0,0,0,0
Hawaii,2020-05-08,0,0,1,0,1,0,0,1,0,0,0,0,0
Hawaii,2020-05-09,0,0,3,0,0,0,0,1,0,0,0,0,0
Hawaii,2020-05-10,0,0,2,0,1,0,0,3,1,0,0,4,0
Hawaii,2020-05-11,1,1,1,0,2,0,3,0,0,0,0,0,0
Hawaii,2020-05-12,0,2,4,0,0,0,0,3,0,0,0,0,0
Hawaii,2020-05-13,0,2,5,0,2,1,0,0,1,0,0,0,0
Hawaii,2020-05-14,0,1,5,0,2,1,1,0,1,0,0,0,0
Hawaii,2020-05-15,0,0,0,0,0,0,0,0,0,0,0,0,0
Hawaii,2020-05-16,0,0,0,0,0,0,0,0,0,0,0,0,0
Hawaii,2020-05-17,1,0,3,0,1,1,0,0,0,0,0,0,0
Hawaii,2020-05-18,1,0,0,0,0,0,0,1,1,0,0,0,0
Hawaii,2020-05-19,0,0,1,0,0,1,0,1,0,0,0,0,0
Hawaii,2020-05-20,0,0,0,1,0,0,0,0,0,0,0,0,0
Hawaii,2020-05-21,0,0,1,0,0,0,0,0,0,0,0,0,0
Hawaii,2020-05-22,0,0,5,0,0,0,0,0,0,0,0,0,0
Hawaii,2020-05-23,0,0,4,0,0,0,1,0,1,0,0,0,0
Hawaii,2020-05-24,0,1,4,0,0,0,0,0,0,0,0,0,0
Hawaii,2020-05-25,0,0,1,0,0,0,0,7,0,0,0,0,0
Hawaii,2020-05-26,1,1,6,0,0,0,0,7,0,0,0,0,0
Hawaii,2020-05-27,2,1,1,0,0,0,0,0,1,0,0,1,0
Hawaii,2020-05-28,1,2,4,0,0,1,0,1,0,0,0,0,0
Hawaii,2020-05-29,3,0,5,0,27,0,0,1,0,0,0,0,0
Hawaii,2020-05-30,0,0,1,0,0,0,0,1,1,0,0,0,0
Hawaii,2020-05-31,0,0,0,0,1,0,0,0,0,0,0,0,0
Hawaii,2020-06-01,1,0,3,0,2,1,0,0,0,0,0,0,0
Hawaii,2020-06-02,0,0,0,0,0,0,0,0,1,0,0,0,0
Hawaii,2020-06-03,0,0,1,0,0,0,0,0,0,0,0,0,0
Hawaii,2020-06-04,1,0,0,0,0,0,0,0,1,0,0,0,0
Hawaii,2020-06-05,0,0,0,0,0,0,0,0,0,0,0,1,0
Hawaii,2020-06-06,0,0,0,0,0,0,0,0,0,0,0,0,0
Hawaii,2020-06-07,1,0,1,0,0,0,0,0,0,0,0,0,0
Hawaii,2020-06-08,0,1,3,0,0,0,0,1,0,0,0,0,0
Hawaii,2020-06-10,1,2,7,0,0,1,0,1,0,0,0,0,0
Hawaii,2020-06-11,3,0,0,0,2,0,0,5,5,0,0,0,1
Hawaii,2020-06-12,1,4,10,1,2,0,0,1,3,0,0,1,0
Hawaii,2020-06-13,0,0,3,0,2,0,0,0,1,0,0,1,0
Hawaii,2020-06-14,0,1,2,0,0,0,0,0,0,0,0,0,0
Hawaii,2020-06-15,0,1,3,0,4,0,0,0,0,0,0,0,0
Hawaii,2020-06-16,0,0,3,0,7,0,0,0,0,0,0,2,0
Hawaii,2020-06-17,0,0,3,0,1,0,0,1,0,0,0,1,0
Hawaii,2020-06-18,0,0,0,0,1,0,0,0,0,0,0,0,0
Hawaii,2020-06-19,0,0,6,0,5,0,0,3,0,0,0,0,0
Hawaii,2020-06-22,5,0,0,0,2,0,0,2,5,0,1,0,0
Hawaii,2020-06-23,1,0,11,0,8,0,0,1,1,0,0,11,0
Hawaii,2020-06-24,0,6,42,0,2,0,0,2,0,0,0,8,0
Hawaii,2020-06-25,0,22,13,0,3,0,0,2,2,0,0,1,0
Hawaii,2020-06-26,1,10,0,0,6,0,0,2,2,0,0,0,0
Hawaii,2020-06-27,0,0,7,0,10,0,0,0,0,0,0,0,0
Hawaii,2020-06-29,0,0,1,0,6,1,0,0,0,0,0,2,0
Hawaii,2020-06-30,0,1,2,0,5,0,0,0,0,0,0,0,0
Hawaii,2020-07-01,0,1,11,0,4,0,0,3,0,0,0,0,0
Hawaii,2020-07-02,6,1,3,0,3,0,0,3,0,0,0,0,1
Hawaii,2020-07-03,1,2,2,0,2,0,1,4,2,0,0,0,0
Hawaii,2020-07-04,1,1,5,0,2,0,0,49,0,0,0,0,0
Hawaii,2020-07-05,0,4,4,0,0,0,0,6,10,0,0,1,0
Hawaii,2020-07-06,2,3,12,0,2,0,0,1,2,0,0,0,0
Hawaii,2020-07-07,0,2,4,0,1,0,0,1,0,0,0,0,0
Hawaii,2020-07-08,2,0,7,0,4,0,0,2,0,0,0,3,0
Hawaii,2020-07-09,2,2,11,0,7,0,0,3,3,0,0,1,0
Hawaii,2020-07-10,3,3,5,2,7,0,4,2,1,0,0,0,0
Hawaii,2020-07-11,2,4,7,0,9,0,0,0,1,0,0,1,0
Hawaii,2020-07-12,0,1,3,0,7,1,0,0,0,0,0,3,1
Hawaii,2020-07-13,1,2,7,1,3,0,0,9,2,0,0,1,0
Hawaii,2020-07-14,2,2,8,0,7,1,0,2,9,0,1,0,0
Hawaii,2020-07-15,1,1,5,0,0,1,0,0,8,0,0,0,0
Hawaii,2020-07-16,0,0,10,0,0,3,0,1,0,0,0,0,0
Hawaii,2020-07-17,0,2,5,0,1,0,0,1,0,0,0,0,0
Hawaii,2020-07-18,0,4,10,0,0,0,0,0,0,0,0,0,0
Hawaii,2020-07-19,0,0,5,0,2,0,0,0,6,0,0,0,0
Hawaii,2020-07-20,0,2,6,0,2,0,0,0,0,0,0,0,0
Hawaii,2020-07-21,5,1,2,0,2,0,0,5,0,0,0,0,0
Hawaii,2020-07-22,1,0,4,0,1,0,0,5,0,0,0,1,0
Hawaii,2020-07-23,0,0,2,0,1,0,0,0,6,0,0,0,0
Hawaii,2020-07-24,0,2,1,0,0,0,0,0,6,0,0,0,0
Hawaii,2020-07-25,0,0,4,0,1,0,0,0,0,0,0,1,0
Hawaii,2020-07-26,1,0,2,0,0,0,0,0,0,0,0,0,0
Hawaii,2020-07-27,10,4,1,0,1,17,0,21,3,0,0,1,0
Hawaii,2020-07-28,0,2,11,0,0,3,0,4,0,0,0,0,0
Hawaii,2020-07-29,0,2,11,0,1,3,0,6,0,0,0,0,0
Hawaii,2020-07-30,2,0,14,0,2,0,0,2,3,0,0,2,0
Hawaii,2020-07-31,2,0,7,0,0,0,0,1,0,0,0,1,0
Hawaii,2020-08-01,0,0,1,0,1,0,0,0,0,0,0,0,0
Hawaii,2020-08-02,0,2,4,0,10,0,0,0,2,0,0,0,0
Hawaii,2020-08-03,0,0,8,0,5,0,0,1,0,0,0,2,0
Hawaii,2020-08-04,1,0,9,0,0,0,0,0,1,0,0,1,0
Hawaii,2020-08-05,1,0,2,0,1,1,0,2,5,0,0,1,0
Hawaii,2020-08-06,0,0,6,0,0,1,0,1,0,0,0,0,0
Hawaii,2020-08-07,0,0,1,0,0,0,0,5,0,0,0,1,1
Hawaii,2020-08-08,0,1,1,0,1,0,0,0,1,0,0,0,0
Hawaii,2020-08-09,2,4,1,0,0,1,0,2,0,0,0,1,0
Hawaii,2020-08-10,0,1,1,0,2,0,0,0,0,0,0,0,0
Hawaii,2020-08-11,2,7,39,0,3,0,0,0,2,0,0,1,0
Hawaii,2020-08-12,0,4,4,0,1,0,0,0,0,0,0,1,0
Hawaii,2020-08-13,1,1,6,0,0,1,0,0,1,0,0,0,0
Hawaii,2020-08-14,0,1,6,0,2,0,0,0,0,0,0,0,0
Hawaii,2020-08-15,0,2,0,0,7,0,0,1,1,0,0,1,0
Hawaii,2020-08-16,1,2,2,0,4,0,0,1,0,0,0,0,0
Hawaii,2020-08-17,0,1,1,0,0,0,0,0,0,0,0,1,0
Hawaii,2020-08-18,0,1,3,0,1,0,0,2,0,0,0,0,0
Hawaii,2020-08-19,1,1,14,0,1,0,0,0,0,0,0,4,0
Hawaii,2020-08-20,0,2,8,0,4,0,0,2,0,0,0,0,0
Hawaii,2020-08-21,3,0,14,0,3,0,0,0,0,0,3,0,0
Hawaii,2020-08-22,1,2,5,0,3,0,0,0,0,0,0,0,0
Hawaii,2020-08-23,2,0,6,0,0,0,0,0,0,0,0,0,0
Hawaii,2020-08-24,0,0,2,0,3,0,0,0,12,0,0,0,0
Hawaii,2020-08-25,0,0,1,0,0,0,0,0,2,0,0,0,0
Hawaii,2020-08-26,0,0,4,0,2,0,0,0,0,0,0,0,0
Hawaii,2020-08-27,1,3,6,0,1,0,0,0,0,0,0,1,0
Hawaii,2020-08-28,0,0,0,0,3,0,1,0,0,0,0,0,0
Hawaii,2020-08-29,0,0,3,0,0,0,0,1,1,0,0,1,0
Hawaii,2020-08-30,1,0,14,0,1,0,0,1,0,0,0,0,0
Hawaii,2020-08-31,2,3,7,0,3,0,0,1,0,0,0,0,0
Hawaii,2020-09-01,0,0,5,0,3,0,0,0,0,0,0,0,0
Hawaii,2020-09-02,1,2,4,0,4,0,0,1,0,0,0,0,2
Hawaii,2020-09-03,0,2,3,0,2,0,0,0,5,0,0,0,0
Hawaii,2020-09-04,0,1,2,0,0,0,0,0,0,0,0,0,0
Hawaii,2020-09-05,2,4,0,0,0,0,0,2,0,0,0,0,1
Hawaii,2020-09-06,0,4,2,0,0,0,0,0,0,0,0,0,0
Hawaii,2020-09-07,4,2,1,0,6,0,1,2,1,0,0,1,1
Hawaii,2020-09-08,2,0,4,0,0,0,0,0,0,0,0,0,0
Hawaii,2020-09-09,2,8,23,0,0,0,0,1,0,0,0,0,0
Hawaii,2020-09-10,2,2,41,0,4,0,0,1,4,0,0,5,0
Hawaii,2020-09-11,0,0,6,0,1,0,0,0,0,0,0,0,0
Hawaii,2020-09-12,8,0,10,0,2,0,0,0,2,0,0,0,0
Hawaii,2020-09-13,1,1,6,0,0,0,0,0,2,0,0,0,0
Hawaii,2020-09-14,0,3,7,0,1,0,0,1,1,0,0,0,0
Hawaii,2020-09-15,0,0,4,0,5,0,0,0,0,0,0,0,0
Idaho,2020-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0
Idaho,2020-03-02,0,0,0,0,0,0,0,0,0,0,0,0,0
Idaho,2020-03-03,0,0,0,0,0,0,0,0,0,0,0,0,0
Idaho,2020-03-04,0,0,0,0,0,0,0,0,0,0,0,0,0
Idaho,2020-03-05,0,0,0,0,0,0,0,0,0,0,0,0,0
Idaho,2020-03-06,0,0,0,0,0,0,0,0,0,0,0,0,0
Idaho,2020-03-07,0,0,0,0,0,0,0,0,0,0,0,0,0
Idaho,2020-03-08,0,0,0,0,0,0,0,0,0,0,0,0,0
Idaho,2020-03-09,0,0,0,0,0,0,0,0,0,0,0,0,0
Idaho,2020-03-10,0,0,0,0,0,0,0,0,0,0,0,0,0
Idaho,2020-03-11,0,0,0,0,0,0,0,0,0,0,0,0,0
Idaho,2020-03-12,0,0,0,0,0,0,0,0,1,0,0,0,0
Idaho,2020-03-13,0,0,14,0,3,0,0,0,0,0,0,3,0
Idaho,2020-03-14,0,1,8,0,6,0,0,0,0,0,0,1,0
Idaho,2020-03-15,1,1,11,0,1,0,0,1,0,0,0,0,0
Idaho,2020-03-16,0,0,11,0,2,0,0,1,0,0,0,1,0
Idaho,2020-03-17,2,0,7,0,0,0,0,5,0,0,0,1,0
Idaho,2020-03-18,1,0,9,0,0,0,0,1,0,0,0,1,0
Idaho,2020-03-19,0,0,4,0,3,0,0,2,0,0,0,0,0
Idaho,2020-03-20,4,1,10,2,20,0,0,3,0,0,0,2,0
Idaho,2020-03-21,0,1,7,0,5,0,0,2,2,0,1,29,0
Idaho,2020-03-22,0,0,12,0,1,0,0,1,0,0,0,13,0
Idaho,2020-03-23,2,1,4,0,1,3,0,14,21,0,0,17,2
Idaho,2020-03-24,2,0,3,0,4,3,1,9,2,1,0,15,0
Idaho,2020-03-25,2,1,6,0,0,0,0,2,0,0,1,2,0
Idaho,2020-03-26,1,1,10,0,3,1,0,3,0,0,0,0,0
Idaho,2020-03-27,1,3,18,1,1,1,0,1,0,0,0,1,0
Idaho,2020-03-28,2,0,10,0,0,0,0,1,0,0,0,0,0
Idaho,2020-03-29,0,2,3,1,24,0,0,2,1,0,0,2,0
Idaho,2020-03-30,0,0,2,0,4,0,0,1,2,0,0,0,0
Idaho,2020-03-31,1,1,15,1,18,0,0,3,0,0,0,2,1
Idaho,2020-04-01,0,1,7,0,3,0,0,0,0,0,0,0,0
Idaho,2020-04-02,0,0,4,0,3,0,0,3,5,0,0,1,1
Idaho,2020-04-03,0,2,3,0,5,2,0,1,1,0,0,1,0
Idaho,2020-04-04,0,0,6,0,1,0,0,2,2,0,0,0,0
Idaho,2020-04-05,1,1,7,0,2,0,0,0,1,0,0,2,0
Idaho,2020-04-06,1,0,11,0,6,0,0,1,0,0,0,2,0
Idaho,2020-04-07,1,1,3,0,5,0,0,1,0,0,0,1,0
Idaho,2020-04-08,1,1,7,0,7,0,0,0,2,0,0,0,0
Idaho,2020-04-09,0,1,11,0,4,0,0,0,0,0,0,0,0
Idaho,2020-04-10,0,2,8,0,0,0,0,1,0,0,0,0,0
Idaho,2020-04-11,0,1,3,0,5,0,0,0,0,0,0,0,0
Idaho,2020-04-12,0,5,9,0,6,0,0,1,1,0,0,2,0
Idaho,2020-04-13,0,0,8,0,3,0,0,1,0,0,0,1,0
Idaho,2020-04-14,0,0,0,0,0,0,0,0,0,0,0,0,0
Idaho,2020-04-15,4,0,8,1,15,0,0,2,2,0,0,1,0
Idaho,2020-04-16,1,4,2,0,0,0,0,1,0,0,0,1,0
Idaho,2020-04-17,0,0,16,1,2,0,0,0,0,0,0,1,0
Idaho,2020-04-18,0,0,8,0,2,1,0,1,1,0,0,1,0
Idaho,2020-04-19,1,0,8,0,1,0,0,1,1,0,0,1,0
Idaho,2020-04-20,0,1,7,0,0,1,0,1,0,0,0,1,0
Idaho,2020-04-21,1,0,5,0,1,1,0,2,1,0,0,1,0
Idaho,2020-04-22,1,2,17,0,5,0,0,0,2,0,0,1,0
Idaho,2020-04-23,3,0,6,0,1,0,0,0,0,0,0,0,0
